24,-0.4193541262,0.2836040011,-1.279888847,-0.2757382443,-0.1019340835,0.04211094045,-0.1138015988,0.1412937812,-0.6228910365,-0.6599751231,-0.2298260609,0.4427830833,-1.076076404
21.6,-0.416913878,-0.4883658747,-0.5878371137,-0.2757382443,-0.3578854229,-0.003366890935,0.3703600695,0.5572576027,-0.5543432191,-0.9789202994,-0.08244191459,0.4427830833,-0.4932781704
34.7,-0.4169162032,-0.4883658747,-0.5878371137,-0.2757382443,-0.3578854229,0.2222504024,-0.2586966966,0.5572576027,-0.5543432191,-0.9789202994,-0.08244191459,0.3988231685,-1.209167347
33.4,-0.4163256143,-0.4883658747,-1.298789419,-0.2757382443,-0.3986892596,0.1670273214,-0.7994027933,1.076607712,-0.4857954016,-1.097048142,-0.0293836219,0.4182648999,-1.361871692
36.2,-0.4120612836,-0.4883658747,-1.298789419,-0.2757382443,-0.3986892596,0.2110285999,-0.5025445441,1.076607712,-0.4857954016,-1.097048142,-0.0293836219,0.4427830833,-1.027042899
28.7,-0.4166185836,-0.4883658747,-1.298789419,-0.2757382443,-0.3986892596,-0.0007090955948,-0.3435133392,1.076607712,-0.4857954016,-1.097048142,-0.0293836219,0.4127564093,-1.043854387
22.9,-0.4098244863,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.1241489236,-0.06432522393,0.8386769753,-0.3486997668,-0.5713792408,-0.2357214268,0.4287418329,-0.03236322095
27.1,-0.4032838308,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.07689922869,0.978212675,1.023634096,-0.3486997668,-0.5713792408,-0.2357214268,0.4427830833,0.90908008
16.5,-0.3955306079,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.2366622597,1.116039719,1.086045268,-0.3486997668,-0.5713792408,-0.2357214268,0.331857205,2.419312042
18.9,-0.4003204232,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.1265114084,0.6177419438,1.327912272,-0.3486997668,-0.5713792408,-0.2357214268,0.332721282,0.6218838349
15,-0.393943691,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.01636055704,0.914600193,1.21153156,-0.3486997668,-0.5713792408,-0.2357214268,0.3954748704,1.091204528
18.9,-0.406432088,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.1250348554,0.5117211405,1.154621677,-0.3486997668,-0.5713792408,-0.2357214268,0.4427830833,0.08531719168
21.7,-0.4091862318,0.04772431686,-0.4715258981,-0.2757382443,-0.1538662393,-0.1604721266,-1.039716614,0.786699282,-0.3486997668,-0.5713792408,-0.2357214268,0.3736569274,0.4271507712
20.4,-0.3468744551,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.142753491,-0.2339585092,0.4341425553,-0.4172475842,-0.5950048095,0.1062097927,0.4427830833,-0.6165624122
18.2,-0.3459211423,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.09934283378,0.568265569,0.3176669943,-0.4172475842,-0.5950048095,0.1062097927,0.2604628472,-0.3363709536
19.9,-0.3471499857,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1767142093,-0.4212619283,0.3350719336,-0.4172475842,-0.5950048095,0.1062097927,0.4289578521,-0.587142309
23.1,-0.2975614464,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1468878393,-1.382517211,0.3350719336,-0.4172475842,-0.5950048095,0.1062097927,0.3342334166,-0.8519232374
17.5,-0.3289196231,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1306457567,0.4693128192,0.2209201928,-0.4172475842,-0.5950048095,0.1062097927,0.3331533205,0.2814512127
20.2,-0.326767694,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2883416136,-1.124533257,0.002101691735,-0.4172475842,-0.5950048095,0.1062097927,-0.7227487107,-0.1360340606
18.2,-0.3357090701,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2083124427,0.03816155257,0.002101691735,-0.4172475842,-0.5950048095,0.1062097927,0.3785173603,-0.1934733097
13.6,-0.2745587072,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2546762059,1.04889321,0.002765640373,-0.4172475842,-0.5950048095,0.1062097927,0.2231995287,1.171059094
19.6,-0.321032704,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1380285215,0.7343648274,0.1044446318,-0.4172475842,-0.5950048095,0.1062097927,0.39558288,0.1637708001
15.2,-0.2768048051,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.08575854649,0.8227154968,0.0876562162,-0.4172475842,-0.5950048095,0.1062097927,0.4427830833,0.8488389164
14.5,-0.3051763227,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1829157317,1.116039719,0.1437598761,-0.4172475842,-0.5950048095,0.1062097927,0.4172928133,1.011349962
15.6,-0.3328654079,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1501362558,0.9075321394,0.2881212799,-0.4172475842,-0.5950048095,0.1062097927,0.4150246113,0.5098072515
13.9,-0.322369667,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2461121987,0.6106738903,0.3142049764,-0.4172475842,-0.5950048095,0.1062097927,-0.5668908311,0.5392273547
16.6,-0.341974195,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1829157317,0.773239122,0.4220492051,-0.4172475842,-0.5950048095,0.1062097927,0.2265478269,0.3010646148
14.8,-0.3089732976,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1138130529,0.7202287203,0.3136358776,-0.4172475842,-0.5950048095,0.1062097927,-0.534919984,0.6471010662
18.4,-0.3302228714,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,0.01848609298,0.9181342198,0.3142524013,-0.4172475842,-0.5950048095,0.1062097927,0.3460064651,0.0194721989
21,-0.3035463904,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,0.07134668919,0.6672183187,0.2119568862,-0.4172475842,-0.5950048095,0.1062097927,0.2627310491,-0.09540629914
12.7,-0.2886235581,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2124467911,0.9075321394,0.209111392,-0.4172475842,-0.5950048095,0.1062097927,0.04606375429,1.392410346
14.5,-0.262592307,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.106430288,1.116039719,0.1816049484,-0.4172475842,-0.5950048095,0.1062097927,0.2249276826,0.05309517393
13.2,-0.2587244149,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.1424581804,0.4799148996,0.09386887846,-0.4172475842,-0.5950048095,0.1062097927,-1.33181495,2.108299523
13.1,-0.2861926106,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.2159905182,0.9393383804,-0.002308824216,-0.4172475842,-0.5950048095,0.1062097927,0.03094240769,0.7970034966
13.5,-0.2325862068,-0.4883658747,-0.4322708628,-0.2757382443,-0.1019340835,-0.09934283378,1.006484889,-0.01530324755,-0.4172475842,-0.5950048095,0.1062097927,-1.162131839,1.075793998
18.9,-0.4126286209,-0.4883658747,-0.7492189254,-0.2757382443,-0.2466022318,-0.1474784605,-0.007780795513,-0.2047657338,-0.3486997668,-0.7603837897,0.00009320736528,0.4427830833,-0.4176264766
20,-0.4087607288,-0.4883658747,-0.7492189254,-0.2757382443,-0.2466022318,-0.1746470351,-0.2480946163,-0.196418951,-0.3486997668,-0.7603837897,0.00009320736528,0.233892481,-0.1752608648
21,-0.4107719862,-0.4883658747,-0.7492189254,-0.2757382443,-0.2466022318,-0.1719892398,-0.9513659447,0.06740578275,-0.3486997668,-0.7603837897,0.00009320736528,0.4427830833,-0.5451135902
24.7,-0.3997379724,-0.4883658747,-0.7492189254,-0.2757382443,-0.2466022318,-0.1377332109,-1.35071097,0.02619354231,-0.3486997668,-0.7603837897,0.00009320736528,0.4053037457,-0.3545833984
30.8,-0.4168766756,2.728175275,-1.186839874,-0.2757382443,-0.5099724507,0.04801715231,-1.64756922,0.7630816804,-0.4857954016,-0.9198563778,-0.05296508532,0.4290658617,-1.168539586
34.9,-0.41618378,2.728175275,-1.186839874,-0.2757382443,-0.5099724507,0.1747053969,-1.859610826,0.7630816804,-0.4857954016,-0.9198563778,-0.05296508532,0.4289578521,-1.496363592
26.6,-0.4052729992,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,0.09969650616,-2.31550028,0.9147465193,-0.4857954016,-1.032077829,-0.07654654873,0.3186800316,-1.095689806
25.3,-0.4036384166,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.07778516047,-2.184741289,0.9147465193,-0.4857954016,-1.032077829,-0.07654654873,0.2966460694,-0.959796949
24.7,-0.401562055,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.06538211555,-2.188275316,0.9147465193,-0.4857954016,-1.032077829,-0.07654654873,0.4164287364,-0.7314409102
21.2,-0.4058252231,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.1073162198,-1.004376346,0.9147465193,-0.4857954016,-1.032077829,-0.07654654873,0.3616678598,-0.4358389214
19.3,-0.4001599877,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.2216014194,-1.223486006,0.620474998,-0.4857954016,-1.032077829,-0.07654654873,0.4427830833,-0.34337574
20,-0.398190583,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.1908891177,-1.24115614,0.620474998,-0.4857954016,-1.032077829,-0.07654654873,0.4427830833,0.2086014335
16.6,-0.3934344824,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.1188333329,0.6036058367,0.8998076749,-0.4857954016,-1.032077829,-0.07654654873,0.397851082,0.8600465748
14.4,-0.3905745442,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.3051743174,0.9499404608,0.9854570492,-0.4857954016,-1.032077829,-0.07654654873,0.4427830833,2.542596284
19.4,-0.3945389302,-0.4883658747,-0.6110993568,-0.2757382443,-0.4357836567,-0.2452262669,-0.2268904556,1.088701062,-0.4857954016,-1.032077829,-0.07654654873,0.4427830833,0.4957976786
19.7,-0.409773333,0.4122656471,-0.7957434117,-0.2757382443,-0.469168614,-0.1386191427,-0.8029368201,1.433480105,-0.4172475842,-0.9730139072,-0.1413955731,0.4283097944,0.110534423
20.5,-0.4150467801,0.4122656471,-0.7957434117,-0.2757382443,-0.469168614,-0.09373193251,-0.1915501879,1.433480105,-0.4172475842,-0.9730139072,-0.1413955731,0.4111362651,-0.4526504089
25,-0.4138574643,0.4122656471,-0.7957434117,-0.2757382443,-0.469168614,0.02321106247,-1.672307407,1.433480105,-0.4172475842,-0.9730139072,-0.1413955731,0.4427830833,-1.034047686
23.4,-0.4142980808,0.4122656471,-0.7957434117,-0.2757382443,-0.469168614,-0.1282832719,-1.661705327,1.433480105,-0.4172475842,-0.9730139072,-0.1413955731,0.4427830833,-0.5927461382
