1,1.096099529,-2.071512302,1.268817263,0.9835095201,1.567087457,3.280628064,2.650541786,2.530248864,2.215565542,2.253763811,2.487545149,-0.5647681227,2.830540289,2.485390675,-0.2138135133,1.315703888,0.7233896514,0.6602390007,1.147746771,0.9062856452,1.885030997,-1.35809849,2.30157548,1.999478159,1.306536657,2.614364658,2.107671818,2.294057599,2.748204114,1.935311742
1,1.828211974,-0.3533215226,1.684472552,1.907030269,-0.8262354468,-0.4866434776,-0.02382489181,0.5476622708,0.001391139244,-0.8678888068,0.4988156954,-0.8754732789,0.2630954696,0.7417492872,-0.6048186703,-0.6923171035,-0.4403925588,0.2599333535,-0.8047422919,-0.09935631723,1.80433981,-0.3688786474,1.533776431,1.88882702,-0.3752817483,-0.4300658061,-0.1466199582,1.086128616,-0.243675259,0.2809427865
1,1.578499202,0.4557859082,1.565125984,1.557513185,0.941382123,1.051999895,1.362279789,2.035439783,0.9388587199,-0.3976580132,1.227595791,-0.7793975888,0.8501802317,1.180297518,-0.2967439086,0.8142570439,0.2128891146,1.42357487,0.2368271524,0.2933013299,1.510541129,-0.02395330746,1.346290616,1.455004298,0.5269437501,1.081980138,0.8542223186,1.953281664,1.151242028,0.2012141621
1,-0.7682333229,0.2535090505,-0.5921661229,-0.7637917361,3.280666839,3.399917422,1.914212875,1.45043113,2.864862154,4.906601993,0.326086519,-0.1103119811,0.2863414543,-0.288124629,0.6890953288,2.741867851,0.8187979283,1.114026779,4.728519774,2.045710868,-0.2812170226,0.1338663056,-0.2497195774,-0.5495376931,3.391290721,3.889974667,1.987839169,2.173873229,6.040726147,4.930671866
1,1.74875791,-1.150803847,1.775011328,1.824623802,0.2801253491,0.5388663068,1.369806149,1.427236955,-0.009552062087,-0.5619555194,1.269425821,-0.7895489825,1.272070124,1.189310289,1.481763364,-0.04847722509,0.8277424542,1.14319885,-0.3607748284,0.4988891643,1.297433635,-1.465480907,1.337362721,1.219651081,0.2203622701,-0.3131189991,0.6126397001,0.7286181495,-0.8675895962,-0.3967505206
1,-0.4759558742,-0.8346009426,-0.3868077174,-0.5052059265,2.235454519,1.243241565,0.865540012,0.8239306743,1.004517928,1.888343495,-0.2548460559,-0.5921406306,-0.3210217201,-0.2890039237,0.1562092545,0.4451519618,0.1598845164,-0.06906278569,0.1340009007,0.4864178435,-0.1653527541,-0.3135604325,-0.114908349,-0.2441054208,2.046711944,1.720102933,1.262132653,0.9050914013,1.752527348,2.239830793
1,1.169878303,0.1605081964,1.137124498,1.09433201,-0.1230279743,0.08821762013,0.2998085993,0.6463663739,-0.06426806874,-0.7616619709,0.1497513054,-0.8042322483,0.1552736683,0.2983649352,-0.9082306788,-0.6509952033,-0.3098687356,-0.2278885081,-0.8289367041,-0.6106804717,1.367779798,0.3225990388,1.367122374,1.274098467,0.5181842793,0.02119632951,0.5091042921,1.195663738,0.2622449159,-0.01471752885
1,-0.1184125875,0.3581350114,-0.07280278087,-0.2187724144,1.602638897,1.139162,0.06097210043,0.2817023899,1.40212091,1.65889353,0.643057179,0.290305519,0.4896201714,0.2335169512,0.5875139209,0.2686962796,-0.2323495106,0.4349657822,-0.6873993928,0.6111310519,0.1636190081,0.4006953422,0.09936115308,0.02883405652,1.44668819,0.7241483323,-0.02103534302,0.623646991,0.4772205813,1.724916761
1,-0.3198853919,0.5883121253,-0.1839185513,-0.3838695082,2.19990308,1.68252936,1.218024551,1.149679986,1.963871911,1.571079345,-0.3565363017,-0.389475307,-0.2275431859,-0.3520933183,-0.4362934493,0.5328213989,0.1204623464,0.07517690096,0.1073870473,-0.01734793473,-0.1612147445,0.8220899792,-0.0315813204,-0.2481450656,1.661295226,1.816711165,1.278909223,1.390392844,2.387756194,1.287516669
1,-0.4731182291,1.104466866,-0.3291921328,-0.5086158493,1.581308033,2.561104951,1.737343408,0.9409324049,0.7965971026,2.780648917,-0.3879088244,0.692735768,-0.4090597046,-0.360446618,0.03597683399,2.607292473,1.508520263,0.4090350521,-0.3208540483,2.375256073,-0.2439749363,2.440961268,-0.2860263541,-0.2971477131,2.318255541,5.108382433,3.991920376,1.618591014,2.368359893,6.840836824
